11.140 	-41.310 	-16.180 
31.560 	35.680 	-31.360 
19.190 	-60.470 	-24.570 
50.290 	-32.940 	-40.500 
28.330 	70.820 	-29.140 
41.680 	-31.900 	-32.290 
65.110 	50.610 	-60.860 
73.640 	23.410 	-77.000 
69.500 	-2.870 	-63.870 
9.780 	-42.520 	-15.880 
28.010 	-42.400 	-28.110 
27.700 	-47.150 	-28.520 
30.160 	-59.010 	-33.060 
71.120 	-9.500 	-99.890 
66.630 	-27.630 	-72.270 
60.690 	70.230 	-57.360 
2.570 	-12.450 	-13.880 
62.890 	-1.390 	-45.230 
49.590 	-62.230 	-98.910 
55.220 	54.930 	-43.850 
2.750 	75.080 	-26.350 
40.240 	-61.370 	-45.470 
70.600 	19.430 	-64.090 
74.360 	13.320 	-81.100 
72.650 	40.760 	-78.550 
62.540 	1.430 	-44.210 
66.800 	38.780 	-61.840 
68.910 	-19.840 	-96.940 
72.330 	0.920 	-79.250 
66.710 	-29.890 	-93.130 
58.660 	-49.010 	-66.970 
3.510 	90.520 	-31.660 
16.550 	12.390 	-23.080 
52.210 	-45.010 	-48.950 
71.180 	7.260 	-65.330 
56.470 	65.450 	-49.690 
56.910 	56.820 	-47.550 
64.770 	8.930 	-47.980 
46.640 	-61.350 	-56.320 
50.960 	13.440 	-34.990 
38.070 	-70.170 	-72.390 
45.830 	-57.530 	-49.810 
9.240 	-30.170 	-14.250 
7.050 	-24.070 	-11.850 
55.270 	27.280 	-45.310 
50.290 	-41.260 	-44.300 
59.230 	-50.660 	-76.520 
57.610 	23.610 	-45.540 
10.730 	-80.540 	-47.600 
44.250 	-21.130 	-31.090 
48.240 	-51.320 	-47.900 
17.390 	-48.130 	-22.530 
56.410 	-51.990 	-101.110 
65.090 	23.810 	-54.190 
50.710 	80.060 	-48.520 
29.640 	6.790 	-27.020 
27.180 	100.380 	-42.940 
16.630 	86.080 	-30.960 
33.580 	-23.600 	-26.130 
20.970 	-78.080 	-52.100 
73.840 	15.520 	-76.860 
33.680 	-71.830 	-53.490 
49.990 	91.250 	-55.770 
58.920 	83.590 	-62.740 
37.950 	-0.970 	-26.950 
52.500 	36.700 	-40.990 
63.250 	-42.900 	-81.290 
13.010 	-74.930 	-26.680 
62.800 	31.800 	-53.430 
8.650 	-78.890 	-33.720 
18.220 	-79.130 	-53.130 
25.550 	37.020 	-30.670 
2.850 	57.310 	-22.130 
29.620 	-74.440 	-56.670 
56.500 	-8.240 	-38.570 
58.870 	-49.340 	-93.040 
4.650 	50.820 	-22.440 
14.930 	-70.770 	-24.130 
68.870 	-20.720 	-94.990 
70.650 	0.430 	-67.160 
2.390 	29.700 	-19.020 
20.160 	39.450 	-30.790 
33.650 	87.020 	-37.360 
10.670 	-52.800 	-20.880 
47.690 	23.200 	-37.390 
59.460 	-4.740 	-41.200 
31.610 	82.440 	-34.520 
32.910 	83.900 	-35.700 
44.220 	-62.330 	-52.970 
44.490 	55.680 	-32.450 
16.120 	-79.710 	-53.190 
17.030 	-30.270 	-17.660 
60.800 	59.630 	-54.690 
4.110 	8.210 	-3.760 
4.290 	-80.990 	-45.640 
35.910 	-26.360 	-27.540 
2.590 	-75.000 	-24.020 
67.180 	-27.970 	-77.240 
51.600 	25.270 	-41.270 
25.750 	-42.230 	-27.050 
4.740 	-81.990 	-54.570 
29.140 	-37.830 	-27.630 
17.130 	-0.410 	-15.430 
6.580 	92.010 	-32.540 
61.390 	36.260 	-51.680 
54.110 	-57.220 	-84.540 
56.760 	75.800 	-53.890 
69.850 	-15.240 	-84.920 
66.990 	-30.600 	-84.900 
16.740 	-79.990 	-61.340 
58.910 	-12.730 	-43.120 
55.150 	70.240 	-49.570 
58.750 	28.280 	-48.490 
58.940 	11.400 	-40.630 
50.360 	-52.640 	-52.120 
0.000 	-3.310 	-0.890 
37.390 	-44.570 	-33.060 
21.640 	-32.620 	-22.630 
5.230 	93.490 	-33.240 
55.460 	-38.430 	-49.810 
75.130 	21.290 	-86.800 
73.350 	4.570 	-98.380 
25.250 	-55.320 	-28.480 
13.390 	-23.850 	-14.930 
66.840 	-23.540 	-105.140 
52.530 	-38.010 	-45.520 
41.980 	-29.520 	-31.860 
63.300 	-6.990 	-47.710 
67.000 	-25.340 	-72.190 
27.180 	-75.810 	-68.180 
72.650 	43.550 	-78.940 
39.530 	-57.120 	-41.360 
70.640 	56.750 	-75.010 
64.970 	-28.380 	-105.850 
60.740 	62.620 	-55.260 
0.000 	-79.650 	-36.290 
57.730 	20.120 	-43.540 
4.890 	-50.260 	-19.670 
46.000 	25.790 	-36.990 
54.950 	46.210 	-40.550 
0.000 	-79.950 	-38.120 
36.720 	-17.780 	-26.780 
5.340 	-65.050 	-18.600 
58.590 	0.850 	-39.300 
34.860 	-71.860 	-68.740 
9.080 	78.170 	-27.530 
46.490 	89.450 	-49.690 
51.550 	-59.660 	-96.730 
48.610 	-24.140 	-35.390 
7.420 	-5.710 	-9.630 
23.650 	36.740 	-31.140 
8.490 	-22.660 	-12.750 
54.640 	87.440 	-59.040 
65.330 	11.370 	-49.530 
35.960 	32.660 	-33.330 
14.510 	16.380 	-22.810 
35.000 	-28.730 	-27.350 
52.530 	-57.510 	-64.380 
71.630 	5.350 	-68.580 
71.220 	31.490 	-70.660 
0.000 	-10.880 	-12.570 
12.740 	-30.200 	-15.610 
61.810 	-42.880 	-68.380 
0.000 	110.130 	-47.180 
22.150 	-77.860 	-60.040 
12.150 	-38.710 	-16.760 
7.590 	85.920 	-29.930 
64.330 	65.860 	-62.350 
67.150 	52.560 	-65.530 
29.490 	-0.650 	-25.250 
15.460 	-55.330 	-22.630 
23.250 	-76.350 	-44.810 
21.190 	-17.410 	-21.720 
21.790 	44.400 	-29.300 
42.030 	14.900 	-31.990 
32.540 	90.240 	-38.210 
47.560 	-46.740 	-43.940 
28.990 	17.140 	-30.450 
68.540 	-13.560 	-70.900 
36.310 	86.730 	-38.900 
73.390 	16.040 	-74.350 
53.000 	-35.690 	-45.030 
36.080 	-70.710 	-56.200 
52.880 	16.990 	-37.720 
18.380 	-3.360 	-18.300 
58.880 	-48.210 	-96.990 
18.990 	84.500 	-30.820 
37.190 	-48.010 	-34.400 
8.900 	87.520 	-30.640 
8.520 	101.720 	-39.170 
43.970 	82.600 	-43.150 
70.620 	11.750 	-62.590 
35.710 	-63.420 	-41.200 
42.310 	27.380 	-34.780 
58.940 	-47.200 	-100.950 
38.330 	93.850 	-44.800 
0.000 	-82.310 	-55.880 
72.510 	-2.570 	-98.970 
4.070 	-9.520 	-13.070 
73.040 	0.930 	-92.620 
35.340 	99.320 	-47.670 
64.690 	-37.740 	-74.940 
56.080 	-52.930 	-98.590 
25.910 	103.760 	-46.350 
8.610 	45.220 	-24.560 
20.650 	-74.830 	-33.260 
54.600 	-55.650 	-91.280 
59.680 	-42.630 	-106.920 
24.010 	-69.840 	-31.200 
0.000 	92.050 	-32.340 
66.810 	-30.750 	-88.710 
62.790 	63.400 	-58.880 
61.500 	-46.620 	-83.450 
43.150 	-19.730 	-30.060 
64.990 	-37.880 	-84.790 
66.840 	15.970 	-53.940 
